434,undependable
435,unreliable
436,unscrupulous
437,untrustworthy
438,hypocritical
439,mean
440,dishonest
441,fake
442,pretentious
443,cutthroat
444,deceptive
445,misleading
446,honorable
447,dishonorable
448,unprincipled
449,unworthy
450,improper
451,naughty
452,offensive
453,unjust
454,dishonest
455,humble
456,arrogant
457,pompous
458,pretentious
459,self-asserting
460,flamboyant
461,ostentatious
462,showy
463,dominating
464,domineering
465,boastful
466,bombastic
467,cocky
468,overconfident
469,cheeky
470,aggressive
471,independent
472,helpless
473,incompetent
474,dependent
475,loyal
476,undependable
477,unreliable
478,untrustworthy
479,apathetic
480,disloyal
481,fickle
482,masculine
483,effeminate
484,emasculated
485,unmanly
486,feminine
487,effeminate
488,masculine
489,manly
490,forceful
491,modest
492,tasteless
493,crude
494,obscene
495,vulgar
496,forceful
497,unreserved
498,arrogant
499,egotistical
500,presumptuous
501,pretentious
502,immodest
503,cocky
504,haughty
505,patriotic
506,treasonous
507,faithless
508,fickle
509,unpatriotic
510,disloyal
511,peaceful
512,aggressive
513,belligerent
514,fierce
515,hostile
516,bloodthirsty
517,wild
518,crazy
519,rowdy
520,agitated
521,angry
522,restless
523,jittery
524,nervous
525,high-strung
526,uptight
527,personable
528,socially incompetent
529,bumbling
530,awkward
531,principled
532,degenerate
533,depraved
534,perverted
535,unfair
536,mean
537,unreliable
538,untrustworthy
539,cutthroat
540,dishonest
541,dishonorable
542,prudent
543,careless
544,heedless
545,rash
546,foolish
547,unwise
548,brainless
549,dumb
550,foolish
551,slow-witted
552,reliable
553,disloyal
554,dodgy
555,undependable
556,unreliable
557,unsafe
558,untrustworthy
559,shady
560,dishonest
561,respectful
562,abusive
563,insulting
564,offensive
565,disrespectful
566,undutiful
567,belittling
568,selfless
569,selfish
570,greedy
571,gluttonous
572,lazy
573,sociable
574,misanthropic
575,distant
576,aloof
577,standoffish
578,antisocial
579,impolite
580,crabby
581,grumpy
582,inhospitable
583,awkward
584,stoic
585,bored
586,tired
587,weary
588,disobedient
589,unruly
590,impatient
591,gung ho
592,zealous
593,sentimental
594,dramatic
595,fervent
596,hot-blooded
597,passionate
598,trusting
599,oversuspicious
600,distrustful
601,cynical
602,discredit
603,conservative
604,extremist
605,graceless
606,flamboyant
607,imprudent
608,lax
609,neglectful
610,absentminded
611,careless
612,heedless
613,incautious
614,wasteful
615,deceptive
616,candid
617,direct
618,frank
619,outspoken
620,honest
621,straightforward
622,domineering
623,humble
624,meek
625,modest
626,indecisive
627,passive
628,resigned
629,submissive
630,impersonal
631,personable
632,sociable
633,nosy
634,obsessive
635,dependent
636,abrasive
637,calm
638,friendly
639,gentle
640,angry
641,amiable
642,easygoing
643,serene
644,agreeable
645,accepting
646,tolerant
647,understanding
648,calm
649,apathetic
650,mindful
651,attentive
652,fiery
653,sentimental
654,overemotional
655,dramatic
656,callous
657,charitable
658,compassionate
659,humane
660,tolerant
661,understanding
662,friendly
663,gracious
664,lenient
665,gentle
666,childish
667,smart
668,mature
669,complacent
670,attentive
671,caring
672,sensitive
673,humble
674,modest
675,energetic
676,ambitious
677,cynical
678,trustful
679,cheerful
680,innocent
681,idealistic
682,sappy
683,humble
684,delicate
685,tough
686,lenient
687,forgiving
688,uncritical
689,lax
690,happy-go-lucky
691,lackadaisical
692,mighty
693,abrasive
694,steadfast
695,egocentric
696,altruistic
697,magnanimous
698,self-sacrificing
699,self-denying
700,self-reflective
701,foolish
702,clever
703,intelligent
704,smart
705,decisive
706,gloomy
707,lighthearted
708,optimistic
709,merry
710,cheery
711,inspiring
712,hedonistic
713,sober
714,disciplined
715,self-denying
716,no fun
717,lazy
718,ambitious
719,diligent
720,lively
721,industrious
722,watchful
723,vigilant
724,narcissistic
725,altruistic
726,generous
727,selfless
728,impartial
729,objective
730,detached
731,pretentious
732,down-to-earth
733,meek
734,lowly
735,passive
736,reserved
737,humble
738,selfish
739,charitable
740,benevolent
741,selfless
742,altruistic
743,generous
744,just
745,biased
746,one-sided
747,unreliable
748,unprincipled
749,subjective
750,arbitrary
751,unfair
752,inappropriate
753,humane
754,ironhearted
755,ruthless
756,inconsiderate
757,thoughtless
758,uncaring
759,brutal
760,brute
761,cold-blooded
762,brutal
763,grim
764,inhumane
765,coward
766,heroic
767,vigilant
768,brave
769,lustful
770,decent
771,modest
772,innocent
773,gluttonous
774,satisfied
775,anorexic
776,healthy
777,furious
778,calm
779,reasonable
780,friendly
781,cordial
782,serene
783,easygoing
784,sweet
785,unaggressive
786,peaceful
787,merciful
788,merciless
789,grateful
790,rude
791,ungrateful
792,unappreciative
793,thankless
794,unpleasant
795,gloomy
796,joyless
797,trustworthy
798,disloyal
799,traitorous
800,treacherous
801,deceitful
802,dishonest
803,risky
804,unreliable
805,untrustworthy
806,volatile
807,dependable
808,reliable
809,prejudiced
810,reasonable
811,just
812,detached
813,indifferent
814,impartial
815,objective
816,tolerant
817,resentful
818,caring
819,forgiving
820,gentle
821,kind
822,kindhearted
823,loving
824,sweet
825,sympathetic
826,tender
827,warm
828,warmhearted
829,well-meaning
830,unenvious
